RECORDING_SESSION_LABEL	AVERAGE_FIXATION_DURATION	SACCADE_COUNT	VISITED_INTEREST_AREA_COUNT	hunger	recorder_trial	resp	rt	rtype	sim	sub	tar	tcateg	time	tired	tnum	tutra	tuttime	fixed
84_nn	185.6	9	5	3	57	space	2.14086393	cr	FALSE	84_nn	FALSE	Cats	196.95	2	33	NA	NA	2140.86393
84_nn	384	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	212	10	7	3	254	space	2.662995878	cr	FALSE	84_nn	FALSE	Cats	202.55	2	34	NA	NA	2662.995878
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	190.5	8	6	3	4	space	1.773435137	cr	FALSE	84_nn	FALSE	Cats	208.71	2	35	1	32.9	1773.435137
84_nn	1018	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	189.33	5	3	3	256	return	1.276633866	hi	FALSE	84_nn	TRUE	Cats	215.88	2	36	NA	NA	1276.633866
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	165.6	4	3	3	251	return	0.884128785	hi	FALSE	84_nn	TRUE	Cats	220.92	2	37	NA	NA	884.1287849
84_nn	392	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	155.5	11	8	3	164	space	2.222145694	cr	FALSE	84_nn	FALSE	Cats	225.3	2	38	NA	NA	2222.145694
84_nn	410	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	194	8	6	3	209	space	1.83501502	cr	FALSE	84_nn	FALSE	Cats	230.99	2	39	NA	NA	1835.01502
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	241.45	10	7	3	66	return	2.919486165	hi	FALSE	84_nn	TRUE	Cats	236.3	2	40	NA	NA	2919.486165
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	313.6	4	4	3	48	return	1.601391437	fa	TRUE	84_nn	TRUE	Cats	242.69	2	41	0	31.91	1601.391437
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	214.22	9	8	3	212	space	2.361747214	cr	FALSE	84_nn	FALSE	Cats	250.14	2	42	NA	NA	2361.747214
84_nn	393	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	163.82	10	6	3	58	space	2.168482267	cr	FALSE	84_nn	FALSE	Cats	255.98	2	43	NA	NA	2168.482267
84_nn	320.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	157.45	10	7	3	56	space	2.090376322	cr	FALSE	84_nn	FALSE	Cats	261.58	2	44	0	17.03	2090.376322
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	328.5	3	4	3	236	return	1.342262331	hi	FALSE	84_nn	TRUE	Cats	268.71	2	45	NA	NA	1342.262331
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	240	5	4	3	35	space	1.540770825	cr	FALSE	84_nn	FALSE	Cats	273.53	2	46	NA	NA	1540.770825
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	247.33	5	3	3	222	return	1.538891139	fa	TRUE	84_nn	TRUE	Cats	278.6	2	47	NA	NA	1538.891139
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	154.75	8	6	3	51	space	1.639887248	cr	FALSE	84_nn	FALSE	Cats	283.65	2	48	NA	NA	1639.887248
84_nn	1026	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	159.2	9	3	3	113	space	1.863907497	cr	FALSE	84_nn	FALSE	Cats	288.85	2	49	0	25.48	1863.907497
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	256.86	7	5	3	245	return	2.089455173	fa	TRUE	84_nn	TRUE	Cats	296.23	2	50	NA	NA	2089.455173
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	183	9	7	3	234	space	2.159257216	cr	FALSE	84_nn	FALSE	Cats	301.78	2	51	NA	NA	2159.257216
84_nn	375	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	207.56	8	5	3	271	space	2.146021704	cr	FALSE	84_nn	FALSE	Cats	307.4	2	52	NA	NA	2146.021704
84_nn	501	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	174	9	5	3	297	space	2.188622914	cr	FALSE	84_nn	FALSE	Cats	313.06	2	53	NA	NA	2188.622914
84_nn	916	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	203	7	6	3	26	space	1.836883709	cr	FALSE	84_nn	FALSE	Cats	318.75	2	54	0	27.89	1836.883709
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	203.14	6	3	3	293	return	1.579842492	fa	TRUE	84_nn	TRUE	Cats	325.43	2	55	NA	NA	1579.842492
84_nn	866	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	165.25	7	6	3	25	space	1.53111764	cr	FALSE	84_nn	FALSE	Cats	330.49	2	56	NA	NA	1531.11764
84_nn	878	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	202.33	5	3	3	250	return	1.301225938	fa	TRUE	84_nn	TRUE	Cats	335.49	2	57	NA	NA	1301.225938
84_nn	192	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	179.78	8	6	3	41	space	1.918385405	cr	FALSE	84_nn	FALSE	Cats	340.28	2	58	2	20.25	1918.385405
84_nn	421	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	195.11	8	6	3	126	space	2.001668918	cr	FALSE	84_nn	FALSE	Cats	347.57	2	59	NA	NA	2001.668918
84_nn	494	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	187	9	6	3	18	space	2.185175112	cr	FALSE	84_nn	FALSE	Cats	353.04	2	60	NA	NA	2185.175112
84_nn	429	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	209.75	7	6	3	12	space	1.865570916	cr	FALSE	84_nn	FALSE	Cats	358.71	2	61	NA	NA	1865.570916
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	168.89	8	7	3	104	space	1.783173363	cr	FALSE	84_nn	FALSE	Cats	364.08	2	62	NA	NA	1783.173363
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	208.86	7	6	3	19	space	1.689989608	cr	FALSE	84_nn	FALSE	Cats	369.3	2	63	1	26.9	1689.989608
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	191.78	8	7	3	157	space	1.964982415	cr	FALSE	84_nn	FALSE	Cats	378.84	2	64	NA	NA	1964.982415
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	158.33	6	5	3	172	space	1.272909316	cr	FALSE	84_nn	FALSE	Cats	384.26	2	65	NA	NA	1272.909316
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	214.89	8	5	3	82	space	2.32600092	cr	FALSE	84_nn	FALSE	Cats	388.98	2	66	NA	NA	2326.00092
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	163	7	7	3	183	space	1.498946709	cr	FALSE	84_nn	FALSE	Cats	394.79	2	67	2	20.94	1498.946709
84_nn	503	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	172.4	9	6	3	50	space	2.026578425	cr	FALSE	84_nn	FALSE	Cats	401.81	2	68	NA	NA	2026.578425
84_nn	1018	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	215.25	7	6	3	97	space	1.922586841	cr	FALSE	84_nn	FALSE	Cats	407.33	2	69	NA	NA	1922.586841
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	163.4	9	6	3	275	space	1.943707285	cr	FALSE	84_nn	FALSE	Cats	412.75	2	70	NA	NA	1943.707285
84_nn	1008	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	189.71	6	7	3	122	space	1.488214023	cr	FALSE	84_nn	FALSE	Cats	418.16	2	71	0	21.66	1488.214023
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	254.8	4	4	3	145	return	1.357760945	hi	FALSE	84_nn	TRUE	Cats	424.56	2	72	NA	NA	1357.760945
84_nn	1012	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	209.5	4	3	3	115	return	0.972515821	hi	FALSE	84_nn	TRUE	Cats	429.45	2	73	NA	NA	972.5158213
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	198.33	5	3	3	141	space	1.368206619	mi	FALSE	84_nn	TRUE	Cats	433.92	2	74	NA	NA	1368.206619
84_nn	326.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	216	5	5	3	62	space	1.486414612	cr	FALSE	84_nn	FALSE	Cats	438.77	2	75	NA	NA	1486.414612
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	227.25	7	5	3	228	space	2.007729146	cr	FALSE	84_nn	FALSE	Cats	443.74	2	76	1	24.67	2007.729146
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	166.25	7	5	3	92	space	1.704355572	cr	FALSE	84_nn	FALSE	Cats	451.99	2	77	NA	NA	1704.355572
84_nn	1010	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	181.45	10	8	3	60	space	2.36865528	mi	FALSE	84_nn	TRUE	Cats	457.9	2	78	NA	NA	2368.65528
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	194	3	2	3	199	return	0.771774284	hi	FALSE	84_nn	TRUE	Cats	463.74	2	79	NA	NA	771.7742837
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	299.6	4	4	3	7	return	1.573397016	fa	TRUE	84_nn	TRUE	Cats	468.03	2	80	1	21.11	1573.397016
84_nn	381	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	168.44	8	6	3	154	space	1.816715205	cr	FALSE	84_nn	FALSE	Cats	475.3	2	81	NA	NA	1816.715205
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	184.12	16	9	3	149	space	3.519860416	cr	FALSE	84_nn	FALSE	Cats	480.59	2	82	NA	NA	3519.860416
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	224.4	4	3	3	49	return	1.20605583	hi	FALSE	84_nn	TRUE	Cats	487.64	2	83	NA	NA	1206.05583
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	180.25	7	5	3	170	space	1.619881493	cr	FALSE	84_nn	FALSE	Cats	492.31	2	84	NA	NA	1619.881493
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	185.11	8	7	3	233	space	1.95689148	cr	FALSE	84_nn	FALSE	Cats	497.4	2	85	1	27.55	1956.89148
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	216.86	6	4	3	125	return	1.659111145	hi	FALSE	84_nn	TRUE	Cats	505.64	2	86	NA	NA	1659.111145
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	220	13	8	3	73	space	3.624792577	cr	FALSE	84_nn	FALSE	Cats	510.78	2	87	NA	NA	3624.792577
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	236.17	12	8	3	68	space	3.286134565	cr	FALSE	84_nn	FALSE	Cats	517.92	2	88	NA	NA	3286.134565
84_nn	248.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	212	3	2	3	136	return	0.823244988	hi	FALSE	84_nn	TRUE	Cats	524.69	2	89	NA	NA	823.2449878
84_nn	396	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	190.8	9	9	3	140	space	2.250519131	cr	FALSE	84_nn	FALSE	Cats	528.99	2	90	2	29.09	2250.519131
84_nn	802	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	210.57	6	5	3	78	space	1.689175493	cr	FALSE	84_nn	FALSE	Cats	536.53	2	91	NA	NA	1689.175493
84_nn	1018	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	183.8	9	8	3	176	space	2.155761396	cr	FALSE	84_nn	FALSE	Cats	541.7	2	92	NA	NA	2155.761396
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	186	9	5	3	259	space	1.922486772	cr	FALSE	84_nn	FALSE	Cats	547.36	2	93	NA	NA	1922.486772
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	137.75	7	5	3	206	space	1.499569849	cr	FALSE	84_nn	FALSE	Cats	552.74	2	94	1	21.16	1499.569849
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	208.4	4	5	3	281	space	1.177478955	cr	FALSE	84_nn	FALSE	Cats	560.87	2	95	NA	NA	1177.478955
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	292.67	2	3	3	278	return	0.86657454	hi	FALSE	84_nn	TRUE	Cats	565.5	2	96	NA	NA	866.5745395
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	231.67	5	3	3	37	space	1.506292807	cr	FALSE	84_nn	FALSE	Cats	569.84	2	97	NA	NA	1506.292807
84_nn	252.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	193.25	7	6	3	46	space	1.775337916	cr	FALSE	84_nn	FALSE	Cats	574.83	2	98	0	19.2	1775.337916
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	204.67	5	6	3	64	space	1.367628564	cr	FALSE	84_nn	FALSE	Cats	582.78	2	99	NA	NA	1367.628564
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	205	7	5	3	291	space	1.918342519	cr	FALSE	84_nn	FALSE	Cats	587.62	2	100	NA	NA	1918.342519
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	218	6	7	3	153	space	1.722575844	cr	FALSE	84_nn	FALSE	Cats	592.99	2	101	NA	NA	1722.575844
84_nn	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	154	8	8	3	10	space	1.693725521	cr	FALSE	84_nn	FALSE	Cats	598.21	2	102	NA	NA	1693.725521
84_nn	1018	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	214	8	4	3	269	space	1.955518737	cr	FALSE	84_nn	FALSE	Cats	603.37	2	103	2	26	1955.518737
84_nn	1018	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	264	6	7	3	34	space	2.044783303	cr	FALSE	84_nn	FALSE	Cats	610.22	2	104	NA	NA	2044.783303
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	421	1	2	3	130	return	0.800748136	hi	FALSE	84_nn	TRUE	Cats	615.74	2	105	NA	NA	800.7481356
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	182.29	6	5	3	191	return	1.408774557	fa	TRUE	84_nn	TRUE	Cats	620	2	106	NA	NA	1408.774557
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	196.8	4	4	3	240	space	1.113385983	mi	FALSE	84_nn	TRUE	Cats	624.88	2	107	NA	NA	1113.385983
84_nn	378	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	227	9	6	3	116	space	2.588606419	cr	FALSE	84_nn	FALSE	Cats	629.45	2	108	NA	NA	2588.606419
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	216	6	5	3	235	space	1.755410604	cr	FALSE	84_nn	FALSE	Cats	635.53	2	109	2	30.56	1755.410604
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	164.67	8	5	3	195	space	1.768165198	cr	FALSE	84_nn	FALSE	Cats	643.9	2	110	NA	NA	1768.165198
84_nn	840	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	182.33	11	8	3	84	space	2.53899634	cr	FALSE	84_nn	FALSE	Cats	649.12	2	111	NA	NA	2538.99634
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	198.25	7	5	3	54	return	1.772527551	fa	TRUE	84_nn	TRUE	Cats	655.31	2	112	NA	NA	1772.527551
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	268	3	2	3	139	return	1.104700132	fa	TRUE	84_nn	TRUE	Cats	660.69	2	113	NA	NA	1104.700132
84_nn	388	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	184.33	6	6	3	80	space	1.368349208	cr	FALSE	84_nn	FALSE	Cats	665.28	2	114	2	26.25	1368.349208
84_nn	502	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	190.33	5	4	3	95	space	1.284526862	cr	FALSE	84_nn	FALSE	Cats	671.79	2	115	NA	NA	1284.526862
84_nn	716	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	243	5	5	3	65	space	1.601418928	cr	FALSE	84_nn	FALSE	Cats	676.51	2	116	NA	NA	1601.418928
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	164	6	5	3	192	space	1.304509524	cr	FALSE	84_nn	FALSE	Cats	681.61	2	117	NA	NA	1304.509524
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	149.43	6	5	3	207	space	1.195618586	cr	FALSE	84_nn	FALSE	Cats	686.41	2	118	1	19.6	1195.618586
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	218.8	4	4	3	117	space	1.234198338	cr	FALSE	84_nn	FALSE	Cats	693.12	2	119	NA	NA	1234.198338
84_nn	1022	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	192.75	7	4	3	169	space	1.712070789	cr	FALSE	84_nn	FALSE	Cats	697.83	2	120	NA	NA	1712.070789
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	195.75	7	5	3	213	space	1.80362668	cr	FALSE	84_nn	FALSE	Cats	703.01	2	121	NA	NA	1803.62668
84_nn	498	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	217.2	4	4	3	205	space	1.234493047	cr	FALSE	84_nn	FALSE	Cats	708.3	2	122	NA	NA	1234.493047
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	190	6	4	3	38	space	1.371603836	cr	FALSE	84_nn	FALSE	Cats	713	2	123	NA	NA	1371.603836
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	234.57	6	4	3	138	space	1.927889403	cr	FALSE	84_nn	FALSE	Cats	717.84	2	124	2	30.14	1927.889403
84_nn	391	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	174.75	7	4	3	184	space	1.561538278	cr	FALSE	84_nn	FALSE	Cats	726.64	2	125	NA	NA	1561.538278
84_nn	1012	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	143.43	6	4	3	152	space	1.336021025	cr	FALSE	84_nn	FALSE	Cats	731.66	2	126	NA	NA	1336.021025
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	222	4	4	3	223	space	1.240372931	cr	FALSE	84_nn	FALSE	Cats	736.49	2	127	NA	NA	1240.372931
84_nn	376	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	204.5	7	4	3	150	space	1.812169575	cr	FALSE	84_nn	FALSE	Cats	741.34	2	128	NA	NA	1812.169575
84_nn	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	192	5	4	3	247	space	1.33464535	cr	FALSE	84_nn	FALSE	Cats	746.64	2	129	1	24.79	1334.64535
84_nn	1004	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	212.5	7	7	3	102	space	1.847689705	cr	FALSE	84_nn	FALSE	Cats	756.25	2	130	NA	NA	1847.689705
84_nn	1020	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	165.5	7	5	3	287	space	1.706326896	cr	FALSE	84_nn	FALSE	Cats	761.61	2	131	NA	NA	1706.326896
84_nn	1018	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
84_nn	185.5	7	6	3	131	space	1.718243916	cr	FALSE	84_nn	FALSE	Cats	766.95	2	132	NA	NA	1718.243916
84_nn	1018	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
